 24 hd210191   B_2.5_IV_ 
 271 hd212571   B_1_V_e 
 102 hd212978   B_1.5_V_ 
 60 hd213420   B_2_IV_ 
 295 hd214168   B_1.5_V_ 
 56 hd214240   B_3_IV_ 
 24 hd216916   B_2_IV_ 
 109 hd217101   B_2_IV-V_ 
 270 hd217543   B_3_V_p 
 133 hd221253   B_3_IV_ 
 142 hd224572   B_1_V_ 
